,id,titulo,artista,Est_animo,tiempo,genero,tipo_artista,fecha,duracionSeg,top,anioNacimiento,edad_en_billboard,Est_animo_cod,tiempo_cod,genero_cod,tipo_artista_cod,edad_cod,duracion_cod
354,354,X,CHRIS BROWN,Sensual,Slow Tempo,Pop,Mixed,20141004,201.0,0,1989.0,25,2,1,3,1,1.0,2.0
355,355,American Kids,KENNY CHESNEY,Cool,Medium Tempo,Traditional,Male,20140705,178.0,0,1968.0,46,5,2,2,3,4.0,1.0
356,356,Wake Me Up!,AVICII,Defiant,Medium Tempo,Rock,Male,20140104,211.0,0,1989.0,25,3,2,1,3,1.0,3.0
357,357,Stuck On A Feeling,PRINCE ROYCE featuring SNOOP DOGG,Cool,Medium Tempo,Pop,Male,20150110,0.0,0,,33,5,2,3,3,3.0,0.0
358,358,Love Don't Die,THE FRAY,Urgent,Medium Tempo,Rock,Male,20140118,110.0,0,,22,3,2,1,3,1.0,0.0
359,359,6 Man,DRAKE,Cool,Medium Tempo,Urban,Male,20150307,357.0,0,1986.0,29,5,2,4,3,2.0,6.0
360,360,Fireflies,OWL CITY,Sensual,Medium Tempo,Alternative & Punk,Male,20091107,225.0,1,1986.0,23,2,2,1,3,1.0,3.0
361,361,A Guy Walks Into A Bar,TYLER FARR,Empowering,Medium Tempo,Traditional,Male,20150117,194.0,0,,25,6,2,2,3,1.0,2.0
362,362,Red Lights,TIESTO,Yearning,Medium Tempo,Rock,Male,20140329,228.0,0,1979.0,35,4,2,1,3,3.0,3.0
363,363,Demons,IMAGINE DRAGONS,Yearning,Medium Tempo,Alternative & Punk,Male,20140104,237.0,0,1987.0,27,4,2,1,3,2.0,3.0
364,364,23,MIKE WILL MADE-IT feat MILEY CYRUS WIZ KHALIFA & JUICY J,Cool,Medium Tempo,Urban,Mixed,20140104,321.0,0,1992.0,22,5,2,4,1,1.0,6.0
365,365,Leave The Night On,SAM HUNT,Yearning,Medium Tempo,Traditional,Male,20140712,228.0,0,1984.0,30,4,2,2,3,2.0,3.0
366,366,Booty,JENNIFER LOPEZ featuring IGGY AZALEA or PITBULL,Cool,Medium Tempo,Urban,Female,20141004,242.0,0,1969.0,45,5,2,4,2,4.0,4.0
367,367,Ain't It Fun,PARAMORE,Rowdy,Medium Tempo,Alternative & Punk,Mixed,20140315,273.0,0,,30,4,2,1,1,2.0,5.0
368,368,I Don't Fuck With You,BIG SEAN featuring E-40,Defiant,Medium Tempo,Urban,Male,20141011,248.0,0,,26,3,2,4,3,1.0,4.0
369,369,Yellow Flicker Beat,LORDE,Excited,Fast Tempo,Electronica,Female,20141018,211.0,0,1996.0,18,5,0,1,2,0.0,3.0
370,370,Irreplaceable,BEYONCE,Sensual,Slow Tempo,Urban,Female,20061216,300.0,1,1981.0,25,2,1,4,2,1.0,5.0
371,371,Oceans (Where Feet May Fail),HILLSONG UNITED,Romantic,Medium Tempo,Other,Mixed,20140201,278.0,0,,22,2,2,0,1,1.0,5.0
372,372,Come With Me Now,KONGOS,Defiant,Medium Tempo,Alternative & Punk,Male,20140419,183.0,0,,36,3,2,1,3,3.0,2.0
373,373,Soldier,DAMIEN,Sensual,Medium Tempo,Urban,Male,20150103,300.0,0,,37,2,2,4,3,3.0,5.0
374,374,Replay,ZENDAYA,Excited,Fast Tempo,Pop,Female,20140104,211.0,0,1996.0,18,5,0,3,2,0.0,3.0
375,375,Ordinary Love,U2,Empowering,Medium Tempo,Rock,Male,20140308,241.0,0,1960.0,54,6,2,1,3,4.0,4.0
376,376,Body Language,KID INK featuring USHER & TINASHE,Cool,Slow Tempo,Urban,Male,20141025,178.0,0,1978.0,36,5,1,4,3,3.0,1.0
377,377,Leave Your Lover,SAM SMITH,Easygoing,Medium Tempo,Urban,Male,20140607,304.0,0,1992.0,22,1,2,4,3,1.0,6.0
378,378,Bo$$,FIFTH HARMONY,Energizing,Medium Tempo,Pop,Female,20140726,251.0,0,1993.0,21,6,2,3,2,0.0,4.0
379,379,Love Me Like You Do,ELLIE GOULDING,Empowering,Slow Tempo,Electronica,Female,20150124,180.0,0,1986.0,29,6,1,1,2,2.0,1.0
380,380,Locked Out Of Heaven,BRUNO MARS,Urgent,Fast Tempo,Pop,Male,20121222,190.0,1,1985.0,27,3,0,3,3,2.0,2.0
381,381,Stronger (What Doesn't Kill You),KELLY CLARKSON,Excited,Medium Tempo,Pop,Female,20120218,2591.0,1,1982.0,30,5,2,3,2,2.0,6.0
382,382,Can't Hold Us,MACKLEMORE & RYAN LEWIS featuring RAY DALTON,Energizing,Medium Tempo,Urban,Male,20130518,207.0,1,1983.0,30,6,2,4,3,2.0,2.0
383,383,***Flawless,BEYONCE featuring NICKI MINAJ or CHIMAMANDA NGOZI ADICHIE,Defiant,Medium Tempo,Urban,Female,20140913,234.0,0,1981.0,33,3,2,4,2,3.0,3.0
384,384,Stoner,YOUNG THUG,Cool,Medium Tempo,Urban,Male,20140301,253.0,0,,23,5,2,4,3,1.0,4.0
385,385,Party Rock Anthem,LMFAO featuring LAUREN BENNETT & GOONROCK,Excited,Fast Tempo,Pop,Mixed,20110716,196.0,1,1975.0,36,5,0,3,1,3.0,2.0
386,386,Right Round,FLO RIDA,Energizing,Medium Tempo,Urban,Mixed,20090228,224.0,1,1979.0,30,6,2,4,1,2.0,3.0
387,387,Try,COLBIE CAILLAT,Empowering,Medium Tempo,Pop,Female,20140726,482.0,0,1985.0,29,6,2,3,2,2.0,6.0
388,388,Just Give Me A Reason,P!NK featuring NATE RUESS,Gritty,Medium Tempo,Pop,Mixed,20130427,223.0,1,1979.0,34,3,2,3,1,3.0,3.0
389,389,Heroes (We Could Be),ALESSO featuring TOVE LO,Empowering,Medium Tempo,Pop,Mixed,20141018,274.0,0,,30,6,2,3,1,2.0,5.0
390,390,Sippin' On Fire,FLORIDA GEORGIA LINE,Upbeat,Fast Tempo,Traditional,Male,20141025,250.0,0,1987.0,27,5,0,2,3,2.0,4.0
391,391,Move That Doh,FUTURE featuring PHARRELL PUSHA T & CASINO,Cool,Medium Tempo,Urban,Male,20140329,212.0,0,1981.0,33,5,2,4,3,3.0,3.0
392,392,Magic,COLDPLAY,Sensual,Slow Tempo,Alternative & Punk,Male,20140322,163.0,0,1979.0,35,2,1,1,3,3.0,1.0
393,393,Beg For It,IGGY AZALEA featuring MO,Cool,Medium Tempo,Pop,Female,20141108,173.0,0,,27,5,2,3,2,2.0,1.0
394,394,Tonight Looks Good On You,JASON ALDEAN,Yearning,Medium Tempo,Traditional,Male,20141011,215.0,0,1977.0,37,4,2,2,3,3.0,3.0
395,395,Holy Grail,JAY Z featuring JUSTIN TIMBERLAKE,Energizing,Fast Tempo,Urban,Male,20140104,221.0,0,1981.0,33,6,0,4,3,3.0,3.0
396,396,Whatever You Like,T.I.,Cool,Medium Tempo,Urban,Male,20080906,115.0,1,,34,5,2,4,3,3.0,0.0
397,397,Trap Queen,FETTY WAP,Energizing,Medium Tempo,Urban,Male,20150207,232.0,0,,29,6,2,4,3,2.0,3.0
398,398,Boom Clap,CHARLI XCX,Defiant,Medium Tempo,Alternative & Punk,Female,20140621,298.0,0,1992.0,22,3,2,1,2,1.0,5.0
399,399,Wrecking Ball,MILEY CYRUS,Empowering,Medium Tempo,Pop,Female,20140104,326.0,0,1992.0,22,6,2,3,2,1.0,6.0
400,400,Bed Of Lies,NICKI MINAJ featuring SKYLAR GREY,Yearning,Medium Tempo,Urban,Female,20141206,216.0,0,1982.0,32,4,2,4,2,3.0,3.0
401,401,Crack A Bottle,EMINEM featuring DR. DRE & 50 CENT,Cool,Medium Tempo,Urban,Male,20090221,105.0,1,1979.0,30,5,2,4,3,2.0,0.0
402,402,Good Girls,5 SECONDS OF SUMMER,Melancholy,Slow Tempo,Pop,Male,20140614,274.0,0,1996.0,18,4,1,3,3,0.0,5.0
403,403,She Looks So Perfect,5 SECONDS OF SUMMER,Peaceful,Slow Tempo,Pop,Male,20140419,279.0,0,1996.0,18,1,1,3,3,0.0,5.0
404,404,Feelin' It,SCOTTY McCREERY,Rowdy,Medium Tempo,Urban,Male,20141011,194.0,0,1993.0,21,4,2,4,3,0.0,2.0
405,405,Compass,LADY ANTEBELLUM,Urgent,Medium Tempo,Traditional,Mixed,20140104,278.0,0,1986.0,28,3,2,2,1,2.0,5.0
406,406,Later On,THE SWON BROTHERS,Empowering,Medium Tempo,Traditional,Male,20140830,224.0,0,,25,6,2,2,3,1.0,3.0
407,407,Or Nah,TY DOLLA $IGN featuring WIZ KHALIFA & DJ MUSTARD,Cool,Medium Tempo,Urban,Male,20140329,253.0,0,,35,5,2,4,3,3.0,4.0
408,408,Bartender,LADY ANTEBELLUM,Yearning,Medium Tempo,Traditional,Mixed,20140607,270.0,0,1986.0,28,4,2,2,1,2.0,4.0
409,409,You & I (Nobody In The World),JOHN LEGEND,Melancholy,Slow Tempo,Urban,Male,20140726,251.0,0,1978.0,36,4,1,4,3,3.0,4.0
410,410,TKO,JUSTIN TIMBERLAKE,Defiant,Medium Tempo,Pop,Male,20140104,44.0,0,1981.0,33,3,2,3,3,3.0,0.0
411,411,Shades Of Cool,LANA DEL REY,Sophisticated,Slow Tempo,Electronica,Female,20140614,209.0,0,1985.0,29,4,1,1,2,2.0,2.0
412,412,Sail,AWOLNATION,Cool,Medium Tempo,Alternative & Punk,Male,20140104,192.0,0,1978.0,36,5,2,1,3,3.0,2.0
413,413,Til It's Gone,KENNY CHESNEY,Cool,Medium Tempo,Urban,Mixed,20141115,280.0,0,1968.0,46,5,2,4,1,4.0,5.0
414,414,Shotgun Rider,TIM McGRAW,Gritty,Medium Tempo,Traditional,Mixed,20141018,226.0,0,1967.0,47,3,2,2,1,4.0,3.0
415,415,Legend,DRAKE,Cool,Medium Tempo,Urban,Male,20150228,243.0,0,1986.0,29,5,2,4,3,2.0,4.0
416,416,Drunk On A Plane,DIERKS BENTLEY,Upbeat,Medium Tempo,Traditional,Male,20140531,184.0,0,1975.0,39,5,2,2,3,3.0,2.0
417,417,Rewind,RASCAL FLATTS,Empowering,Medium Tempo,Traditional,Male,20140201,191.0,0,,23,6,2,2,3,1.0,2.0
418,418,Midnight,COLDPLAY,Sensual,Medium Tempo,Alternative & Punk,Male,20140503,212.0,0,1979.0,35,2,2,1,3,3.0,3.0
419,419,Kiss Kiss,CHRIS BROWN featuring T-PAIN,Cool,Medium Tempo,Urban,Male,20071110,272.0,1,1989.0,18,5,2,4,3,0.0,5.0
420,420,Beautiful Girls,SEAN KINGSTON,Cool,Medium Tempo,Pop,Male,20070811,209.0,1,1990.0,17,5,2,3,3,0.0,2.0
421,421,For The First Time In Forever,KRISTEN BELL & IDINA MENZEL,Lively,Medium Tempo,Soundtrack,Female,20140111,239.0,0,,30,5,2,0,2,2.0,3.0
422,422,Say You Do,DIERKS BENTLEY,Yearning,Medium Tempo,Traditional,Male,20150131,308.0,0,1975.0,40,4,2,2,3,3.0,6.0
423,423,Hey Brother,AVICII,Brooding,Medium Tempo,Electronica,Male,20140104,198.0,0,1989.0,25,4,2,1,3,1.0,2.0
424,424,Stronger,KANYE WEST,Cool,Medium Tempo,Urban,Male,20070929,166.0,1,1977.0,30,5,2,4,3,2.0,1.0
425,425,We R Who We R,KE$HA,Urgent,Medium Tempo,Pop,Female,20101113,151.0,1,1987.0,23,3,2,3,2,1.0,1.0
426,426,El Perdedor,ENRIQUE IGLESIAS featuring MARCO ANTONIO SOLIS,Sophisticated,Slow Tempo,Other,Male,20140208,230.0,0,1979.0,35,4,1,0,3,3.0,3.0
427,427,Wild Wild Love,PITBULL featuring G.R.L.,Excited,Medium Tempo,Pop,Mixed,20140315,153.0,0,1970.0,44,5,2,3,1,4.0,1.0
428,428,TiK ToK,KE$HA,Energizing,Medium Tempo,Pop,Female,20100102,107.0,1,1987.0,23,6,2,3,2,1.0,0.0
429,429,Angel In Blue Jeans,TRAIN,Brooding,Medium Tempo,Rock,Male,20140927,273.0,0,,25,4,2,1,3,1.0,5.0
430,430,Live Your Life,T.I. featuring RIHANNA,Rowdy,Medium Tempo,Urban,Mixed,20081018,237.0,1,1981.0,27,4,2,4,1,2.0,3.0
431,431,Bumpin' The Night,FLORIDA GEORGIA LINE,Upbeat,Fast Tempo,Traditional,Male,20141018,19.0,0,1987.0,27,5,0,2,3,2.0,0.0
432,432,m.A.A.d City,KENDRICK LAMAR featuring MC EIHT,Defiant,Medium Tempo,Urban,Male,20140215,0.0,0,,30,3,2,4,3,2.0,0.0
433,433,One Last Time,ARIANA GRANDE,Excited,Medium Tempo,Pop,Female,20150228,306.0,0,1993.0,22,5,2,3,2,1.0,6.0
434,434,CoCo,O.T. GENASIS,Sensual,Medium Tempo,Jazz,Male,20141206,329.0,0,,21,2,2,0,3,0.0,6.0
435,435,Shake It Off,TAYLOR SWIFT,Excited,Medium Tempo,Pop,Female,20140906,286.0,1,1989.0,25,5,2,3,2,1.0,5.0
436,436,Firework,KATY PERRY,Empowering,Medium Tempo,Pop,Female,20101218,252.0,1,1984.0,26,6,2,3,2,1.0,4.0
437,437,Give Me Everything,PITBULL featuring NE-YO AFROJACK & NAYER,Energizing,Fast Tempo,Urban,Mixed,20110709,244.0,1,1970.0,41,6,0,4,1,4.0,4.0
438,438,They Don't Know,RICO LOVE,Cool,Medium Tempo,Urban,Male,20140208,271.0,0,1982.0,32,5,2,4,3,3.0,5.0
439,439,Summer,CALVIN HARRIS,Defiant,Medium Tempo,Alternative & Punk,Male,20140405,343.0,0,1984.0,30,3,2,1,3,2.0,6.0
440,440,HeadBand,B.O.B featuring 2 CHAINZ,Defiant,Medium Tempo,Urban,Male,20140104,239.0,0,,34,3,2,4,3,3.0,3.0
441,441,Foreign,TREY SONGZ,Defiant,Medium Tempo,Urban,Male,20140719,202.0,0,1984.0,30,3,2,4,3,2.0,2.0
442,442,I Got A Car,GEORGE STRAIT,Empowering,Medium Tempo,Traditional,Male,20140614,191.0,0,1952.0,62,6,2,2,3,4.0,2.0
443,443,Trumpets,JASON DERULO,Lively,Fast Tempo,Pop,Male,20140614,190.0,0,,28,5,0,3,3,2.0,2.0
444,444,Mary Did You Know,PENTATONIX,Melancholy,Medium Tempo,Pop,Mixed,20141206,0.0,0,1992.0,22,4,2,3,1,1.0,0.0
445,445,Poker Face,LADY GAGA,Energizing,Medium Tempo,Pop,Female,20090411,231.0,1,1986.0,23,6,2,3,2,1.0,3.0
446,446,Thrift Shop,MACKLEMORE & RYAN LEWIS featuring WANZ,Cool,Slow Tempo,Urban,Male,20130202,229.0,1,1983.0,30,5,1,4,3,2.0,3.0
447,447,Feelin Myself,WILL I AM featuring MILEY CYRUS FRENCH MONTANA WIZ KHALIFA,Defiant,Medium Tempo,Urban,Male,20140426,190.0,0,1990.0,24,3,2,4,3,1.0,2.0
448,448,Disturbia,RIHANNA,Urgent,Medium Tempo,Urban,Female,20080823,235.0,1,1988.0,20,3,2,4,2,0.0,3.0
449,449,Ridin',CHAMILLIONAIRE featuring KRAYZIE BONE,Cool,Medium Tempo,Urban,Male,20060603,187.0,1,1979.0,27,5,2,4,3,2.0,2.0
450,450,Break Free,ARIANA GRANDE featuring ZEDD,Excited,Medium Tempo,Pop,Mixed,20140719,249.0,0,1992.0,22,5,2,3,1,1.0,4.0
451,451,E.T.,KATY PERRY featuring KANYE WEST,Energizing,Medium Tempo,Pop,Mixed,20110409,252.0,1,1984.0,27,6,2,3,1,2.0,4.0
452,452,Guts Over Fear,EMINEM featuring SIA,Defiant,Medium Tempo,Urban,Mixed,20140913,189.0,0,1979.0,35,3,2,4,1,3.0,2.0
453,453,All I Want For Christmas Is You,MARIAH CAREY,Empowering,Medium Tempo,Urban,Female,20140104,183.0,0,1970.0,44,6,2,4,2,4.0,2.0
454,454,Ready Set Roll,CHASE RICE,Yearning,Medium Tempo,Traditional,Male,20140621,0.0,0,1985.0,29,4,2,2,3,2.0,0.0
455,455,What Goes Around...,JUSTIN TIMBERLAKE,Energizing,Fast Tempo,Pop,Male,20070303,346.0,1,1981.0,26,6,0,3,3,1.0,6.0
456,456,Loyal,CHRIS BROWN featuring LIL WAYNE & FRENCH MONTANA or & TOO SH,Defiant,Medium Tempo,Urban,Male,20140201,256.0,0,1989.0,25,3,2,4,3,1.0,4.0
457,457,Honey I am Good,ANDY GRAMMER,Excited,Medium Tempo,Pop,Male,20150228,225.0,0,1983.0,32,5,2,3,3,3.0,3.0
458,458,Achy Breaky 2,BUCK 22 featuring BILLY RAY CYRUS,Defiant,Medium Tempo,Traditional,Male,20140301,60.0,0,,35,3,2,2,3,3.0,0.0
459,459,Have Yourself A Merry Little Christmas,SAM SMITH,Melancholy,Slow Tempo,Urban,Male,20141227,182.0,0,1992.0,22,4,1,4,3,1.0,2.0
460,460,My Love,JUSTIN TIMBERLAKE featuring T.I.,Cool,Medium Tempo,Pop,Male,20061111,299.0,1,1981.0,25,5,2,3,3,1.0,5.0
461,461,Try Me,DEJ LOAF,Sensual,Medium Tempo,Urban,Female,20141108,202.0,0,,33,2,2,4,2,3.0,2.0
462,462,19 You + Me,DAN + SHAY,Empowering,Medium Tempo,Traditional,Male,20140118,220.0,0,,21,6,2,2,3,0.0,3.0
463,463,Lettin' The Night Roll,JUSTIN MOORE,Yearning,Medium Tempo,Traditional,Male,20140308,278.0,0,1984.0,30,4,2,2,3,2.0,5.0
464,464,Take A Bow,RIHANNA,Sensual,Slow Tempo,Urban,Female,20080524,234.0,1,1988.0,20,2,1,4,2,0.0,3.0
465,465,Now & Forever,DRAKE,Cool,Medium Tempo,Urban,Male,20150307,321.0,0,1986.0,29,5,2,4,3,2.0,6.0
466,466,Radio,DARIUS RUCKER,Rowdy,Medium Tempo,Traditional,Male,20140104,194.0,0,1966.0,48,4,2,2,3,4.0,2.0
467,467,We Were Us,KEITH URBAN & MIRANDA LAMBERT,Upbeat,Medium Tempo,Traditional,Mixed,20140104,0.0,0,,23,5,2,2,1,1.0,0.0
468,468,Blank Space,TAYLOR SWIFT,Sensual,Slow Tempo,Pop,Female,20141129,252.0,1,1989.0,25,2,1,3,2,1.0,4.0
469,469,When She Says Baby,JASON ALDEAN,Yearning,Medium Tempo,Traditional,Male,20140104,183.0,0,1977.0,37,4,2,2,3,3.0,2.0
470,470,In Your Arms,NICO & VINZ,Yearning,Medium Tempo,Pop,Male,20141101,211.0,0,1990.0,24,4,2,3,3,1.0,3.0
471,471,Sweet Annie,ZAC BROWN BAND,Empowering,Slow Tempo,Traditional,Male,20140104,160.0,0,,29,6,1,2,3,2.0,1.0
472,472,Just The Way You Are,BRUNO MARS,Cool,Medium Tempo,Pop,Male,20101002,222.0,1,1985.0,25,5,2,3,3,1.0,3.0
473,473,Temperature,SEAN PAUL,Energizing,Medium Tempo,Other,Male,20060401,187.0,1,1973.0,33,6,2,0,3,3.0,2.0
474,474,Believe Me,LIL WAYNE featuring DRAKE,Cool,Medium Tempo,Urban,Male,20140614,244.0,0,1982.0,32,5,2,4,3,3.0,4.0
475,475,Break The Rules,CHARLI XCX,Defiant,Medium Tempo,Alternative & Punk,Female,20141227,194.0,0,1992.0,22,3,2,1,2,1.0,2.0
476,476,Problem,ARIANA GRANDE featuring IGGY AZALEA,Defiant,Fast Tempo,Alternative & Punk,Male,20140517,198.0,0,1994.0,20,3,0,1,3,0.0,2.0
477,477,Good Kisser,USHER,Cool,Slow Tempo,Urban,Male,20140524,237.0,0,1978.0,36,5,1,4,3,3.0,3.0
478,478,Moves Like Jagger,MAROON 5 featuring CHRISTINA AGUILERA,Excited,Medium Tempo,Pop,Male,20110910,215.0,1,1979.0,32,5,2,3,3,3.0,3.0
479,479,Where It's At,DUSTIN LYNCH,Upbeat,Medium Tempo,Traditional,Male,20140503,259.0,0,1985.0,29,5,2,2,3,2.0,4.0
480,480,Rather Be,CLEAN BANDIT featuring JESS GLYNNE,Brooding,Medium Tempo,Alternative & Punk,Male,20140628,201.0,0,,21,4,2,1,3,0.0,2.0
481,481,42196,BEYONCE,Aggressive,Medium Tempo,Electronica,Male,20141213,195.0,0,1981.0,33,4,2,1,3,3.0,2.0
482,482,Big Girls Don't Cry,FERGIE,Empowering,Medium Tempo,Pop,Female,20070908,259.0,1,1975.0,32,6,2,3,2,3.0,4.0
483,483,Story Of My Life,ONE DIRECTION,Empowering,Slow Tempo,Pop,Male,20140104,219.0,0,1994.0,20,6,1,3,3,0.0,3.0
484,484,Run It!,CHRIS BROWN,Energizing,Medium Tempo,Urban,Male,20051126,249.0,1,1989.0,16,6,2,4,3,0.0,4.0
485,485,I Don't Mind,USHER featuring JUICY J,Sensual,Medium Tempo,Urban,Male,20141206,187.0,0,1978.0,36,2,2,4,3,3.0,2.0
486,486,It Won't Stop,SEVYN STREETER featuring CHRIS BROWN,Excited,Medium Tempo,Urban,Mixed,20140104,0.0,0,,31,5,2,4,1,3.0,0.0
487,487,Lonely Tonight,BLAKE SHELTON featuring ASHLEY MONROE,Empowering,Slow Tempo,Pop,Female,20141220,316.0,0,,25,6,1,3,2,1.0,6.0
488,488,Lean Back,TERROR SQUAD,Cool,Slow Tempo,Urban,Mixed,20040821,384.0,1,1970.0,34,5,1,4,1,3.0,6.0
489,489,Just Gettin' Started,JASON ALDEAN,Gritty,Medium Tempo,Traditional,Male,20141018,230.0,0,1977.0,37,3,2,2,3,3.0,3.0
490,490,Stay,FLORIDA GEORGIA LINE,Empowering,Medium Tempo,Traditional,Male,20140104,5839.0,0,1987.0,27,6,2,2,3,2.0,6.0
491,491,Something Big,SHAWN MENDES,Defiant,Medium Tempo,Pop,Male,20141122,214.0,0,1999.0,15,3,2,3,3,0.0,3.0
492,492,Dirt,FLORIDA GEORGIA LINE,Yearning,Medium Tempo,Traditional,Male,20140726,267.0,0,1987.0,27,4,2,2,3,2.0,4.0
493,493,Burn,USHER,Sensual,Medium Tempo,Urban,Male,20040522,257.0,1,1978.0,26,2,2,4,3,1.0,4.0
494,494,The Christmas Song (Merry Christmas To You),NAT KING COLE,Romantic,Medium Tempo,Pop,Male,20140104,178.0,0,1919.0,95,2,2,3,3,4.0,1.0
495,495,Ten Feet Tall,AFROJACK featuring WRABEL,Empowering,Medium Tempo,Electronica,Male,20140719,324.0,0,,36,6,2,1,3,3.0,6.0
496,496,Check On It,BEYONCE featuring SLIM THUG,Energizing,Medium Tempo,Urban,Mixed,20060204,399.0,1,1981.0,25,6,2,4,1,1.0,6.0
497,497,No Type,RAE SREMMURD,Defiant,Medium Tempo,Urban,Male,20141011,880.0,0,,37,3,2,4,3,3.0,6.0
498,498,2 On,TINASHE featuring SCHOOLBOY Q,Cool,Medium Tempo,Pop,Mixed,20140524,0.0,0,,28,5,2,3,1,2.0,0.0
499,499,Prayer In C,LILLYWOOD & ROBIN SCHULZ,Sentimental,Slow Tempo,Alternative & Punk,Mixed,20141220,214.0,0,,32,4,1,1,1,3.0,3.0
500,500,Girl Crush,LITTLE BIG TOWN,Empowering,Medium Tempo,Traditional,Mixed,20150221,6840.0,0,1971.0,44,6,2,2,1,4.0,6.0
501,501,Afire Love,ED SHEERAN,Yearning,Medium Tempo,Pop,Male,20140705,236.0,0,1991.0,23,4,2,3,3,1.0,3.0
502,502,Slow Down,SELENA GOMEZ,Energizing,Medium Tempo,Pop,Female,20140104,290.0,0,1992.0,22,6,2,3,2,1.0,5.0
503,503,I'm Not Gonna Miss You,GLEN CAMPBELL,Melancholy,Medium Tempo,Pop,Male,20141101,248.0,0,,33,4,2,3,3,3.0,4.0
504,504,Come Get It Bae,PHARRELL,Energizing,Medium Tempo,Pop,Male,20140524,197.0,0,1973.0,41,6,2,3,3,4.0,2.0
505,505,Team,LORDE,Excited,Medium Tempo,Electronica,Female,20140104,227.0,0,1996.0,18,5,2,1,2,0.0,3.0
506,506,Say It Right,NELLY FURTADO,Energizing,Medium Tempo,Pop,Female,20070224,205.0,1,1978.0,29,6,2,3,2,2.0,2.0
507,507,Song About A Girl,ERIC PASLAY,Yearning,Medium Tempo,Traditional,Male,20140621,0.0,0,1983.0,31,4,2,2,3,3.0,0.0
508,508,Immortals,FALL OUT BOY,Urgent,Medium Tempo,Alternative & Punk,Male,20150207,202.0,0,1984.0,31,3,2,1,3,3.0,2.0
509,509,Shower,BECKY G,Empowering,Medium Tempo,Pop,Female,20140621,238.0,0,1997.0,17,6,2,3,2,0.0,3.0
510,510,Come Join The Murder,THE WHITE BUFFALO & THE FOREST RANGERS,Melancholy,Medium Tempo,Rock,Male,20141227,206.0,0,,34,4,2,1,3,3.0,2.0
511,511,The Walker,FITZ AND THE TANTRUMS,Urgent,Fast Tempo,Alternative & Punk,Mixed,20140315,241.0,0,,24,3,0,1,1,1.0,4.0
512,512,Trophies,YOUNG MONEY featuring DRAKE,Sensual,Medium Tempo,Urban,Male,20140322,0.0,0,1986.0,28,2,2,4,3,2.0,0.0
513,513,La La La,NAUGHTY BOY featuring SAM SMITH,Sensual,Medium Tempo,Urban,Male,20140308,214.0,0,1992.0,22,2,2,4,3,1.0,3.0
514,514,Lookin' For That Girl,TIM McGRAW,Empowering,Medium Tempo,Traditional,Male,20140405,266.0,0,1967.0,47,6,2,2,3,4.0,4.0
515,515,Up All Night,JON PARDI,Rowdy,Medium Tempo,Traditional,Male,20140104,211.0,0,1985.0,29,4,2,2,3,2.0,3.0
516,516,Take Me To The Church,MATT McANDREW,Defiant,Medium Tempo,Pop,Male,20141206,231.0,0,1990.0,24,3,2,3,3,1.0,3.0
517,517,Where You Belong,THE WEEKND,Sensual,Medium Tempo,Alternative & Punk,Male,20150228,147.0,0,,37,2,2,1,3,3.0,0.0
518,518,The Heart Of Dixie,DANIELLE BRADBERY,Empowering,Slow Tempo,Traditional,Female,20140111,3064.0,0,,30,6,1,2,2,2.0,6.0
519,519,We Are Young,FUN. featuring JANELLE MONAE,Brooding,Slow Tempo,Pop,Mixed,20120317,4.0,1,1985.0,27,4,1,3,1,2.0,0.0
520,520,Really Don't Care,DEMI LOVATO featuring CHER LLOYD,Excited,Medium Tempo,Pop,Female,20140628,209.0,0,1992.0,22,5,2,3,2,1.0,2.0
521,521,Can't Raise A Man,K. MICHELLE,Sensual,Medium Tempo,Urban,Female,20140215,217.0,0,1982.0,32,2,2,4,2,3.0,3.0
522,522,Secrets,MARY LAMBERT,Excited,Medium Tempo,Pop,Female,20140920,232.0,0,,34,5,2,3,2,3.0,3.0
523,523,Love Runs Out,ONEREPUBLIC,Rowdy,Medium Tempo,Alternative & Punk,Male,20140503,77.0,0,1979.0,35,4,2,1,3,3.0,0.0
524,524,Energy,DRAKE,Cool,Medium Tempo,Urban,Male,20150228,321.0,0,1986.0,29,5,2,4,3,2.0,6.0
525,525,Make It Rain,ED SHEERAN,Rowdy,Medium Tempo,Alternative & Punk,Male,20141220,220.0,0,1991.0,23,4,2,1,3,1.0,3.0
526,526,I'm Ready,AJR,Melancholy,Slow Tempo,Traditional,Female,20140621,238.0,0,,29,4,1,2,2,2.0,3.0
527,527,Sugar,MAROON 5,Rowdy,Fast Tempo,Rock,Male,20150131,129.0,0,1981.0,34,4,0,1,3,3.0,0.0
528,528,18,ONE DIRECTION,Yearning,Medium Tempo,Pop,Male,20141129,76.0,0,1994.0,20,4,2,3,3,0.0,0.0
529,529,Shut Up And Dance,WALK THE MOON,Defiant,Medium Tempo,Alternative & Punk,Male,20141213,252.0,0,,24,3,2,1,3,1.0,4.0
530,530,The Way You Move,OUTKAST feat SLEEPY BROWN,Energizing,Medium Tempo,Pop,Male,20040214,79.0,1,1975.0,29,6,2,3,3,2.0,0.0
531,531,Who You Love,JOHN MAYER featuring KATY PERRY,Empowering,Slow Tempo,Pop,Mixed,20140104,278.0,0,,22,6,1,3,1,1.0,5.0
532,532,Beat Of The Music,BRETT ELDREDGE,Upbeat,Medium Tempo,Traditional,Male,20140222,308.0,0,1986.0,28,5,2,2,3,2.0,6.0
